name_genres,title,release_date,release_year,popularity,vote_count,vote_average,names_actors,name_director,budget,revenue
"['Action', 'Comedy']",Randy & the Mob,2007-10-13,2007,0.434371,3.0,4.8,"['Ray McKinnon', 'Walton Goggins', 'Lisa Blount', 'Tim DeKay', 'Bill Nunn', 'Brent Briscoe', 'Paul Ben-Victor', 'Vic Polizos', 'Leon Lamar', 'Danny Nelson', 'Jill Jane Clements', 'Carol Mitchell-leon', 'Rob Cleveland', 'Sam Frihart', 'David Milford', 'Rebecca Koon', 'Edith Ivey', 'Burt Reynolds', 'April Rich']",Ray McKinnon,0.0,0.0
['Documentary'],Black Diamond Express,1896-12-01,1896,0.03658,1.0,6.0,"['Benjamin F. Hardesty', 'Charles Lee']",James H. White,0.0,0.0
"['Crime', 'Drama', 'Mystery', 'Thriller']",Salton Sea,2002-01-01,2002,12.106615,109.0,7.0,"['Val Kilmer', ""Vincent D'Onofrio"", 'Adam Goldberg', 'Luis Guzmán', 'Doug Hutchison', 'Anthony LaPaglia', 'Glenn Plummer', 'Peter Sarsgaard', 'Deborah Kara Unger', 'Chandra West', 'BD Wong', 'R. Lee Ermey', 'Shalom Harlow', 'Shirley Knight', 'Meat Loaf', 'Danny Trejo', 'Azura Skye', 'Rex Linn', 'Josh Todd', 'Ricky Trammell', 'Kenji Nakamura', 'Paula Scarpino', 'Mike Randleman', 'Justine Visone', 'Charles Carroll', 'Lee Holmes', 'Jerry Gauny', 'Tanner Giles', 'Rachel Ezra', 'Mpho Koaho', 'Chuck Kuespert', 'Val Lauren', 'Tom Fitzpatrick', 'Christian J. Fletcher', 'Rene Rivera', 'Doc Duhame']",D.J. Caruso,18000000.0,676698.0
[],Simon's Cat,2012-10-19,2012,0.588734,7.0,7.0,[],,0.0,0.0
"['Action', 'Animation', 'Romance']",Macross Frontier: The Wings of Goodbye,2011-02-26,2011,1.032299,3.0,5.8,"['Aya Endo', 'Megumi Nakajima', 'Yuichi Nakamura', 'Aya Hirano', 'Katsuyuki Konishi', 'Sanae Kobayashi', 'Kikuko Inoue', 'Megumi Toyoguchi', 'Rie Tanaka', 'Tomokazu Sugita', 'Jun Fukuyama', '三宅健太', 'Toru Okawa', 'Hiroshi Kamiya', 'Tomomishi Nishimura', 'Kaori Fukuhara', 'Soichiro Hoshi', 'May Nakabayashi']",Shoji Kawamori,0.0,0.0
"['Crime', 'Drama']",Normal Life,1996-01-26,1996,0.881187,8.0,6.8,"['Ashley Judd', 'Luke Perry', 'Bruce A. Young', 'Jim True-Frost', 'Edmund Wyson', 'Michael Skewes', 'Scott Cummins', 'Kevin Mukherji', 'Kate Walsh', 'Tom Towles', 'Penelope Milford']",John McNaughton,0.0,0.0
"['Drama', 'History', 'Romance']",Les Misérables,1978-12-27,1978,6.290962,11.0,6.1,"['Richard Jordan', 'Anthony Perkins', 'Caroline Langrishe', 'Ian Holm', 'Christopher Guard', 'Angela Pleasence', 'Claude Dauphin', 'Cyril Cusack', 'Celia Johnson', 'Joyce Redman', 'Flora Robson', 'Caroline Blakiston', 'John Gielgud', 'Joanna Price', 'Dexter Fletcher', 'Michael Sheard']",Glenn A. Jordan,0.0,0.0
"['Comedy', 'Drama', 'Romance']",Sylvia Scarlett,1935-12-11,1935,1.094282,12.0,5.0,"['Katharine Hepburn', 'Cary Grant', 'Brian Aherne', 'Edmund Gwenn', 'Natalie Paley', 'Dennie Moore', 'Lennox Pawle', 'Harrold Cheevers']",George Cukor,0.0,0.0
"['Action', 'Drama', 'Crime', 'Mystery']",Hell Drivers,1957-07-23,1957,2.115739,11.0,6.8,"['Stanley Baker', 'Herbert Lom', 'Peggy Cummins', 'Patrick McGoohan', 'William Hartnell', 'Wilfrid Lawson', 'Sid James', 'Jill Ireland', 'Alfie Bass', 'Gordon Jackson', 'David McCallum', 'Sean Connery', 'Marjorie Rhodes', 'Vera Day']",Cy Endfield,0.0,0.0
['Drama'],As I Lay Dying,2013-10-09,2013,4.864228,25.0,5.8,"['James Franco', 'Danny McBride', 'Logan Marshall-Green', ""Ahna O'Reilly"", 'Jim Parrack', 'Tim Blake Nelson', 'Beth Grant', 'Jennifer Kristen Howell', 'Brady Permenter', 'Natalie Minton', 'Jessica Lemon Wilkinson', 'Kenny Cook', 'Brian Lally', 'Anna Kooris', 'Vince Jolivette', 'Scott Haze', 'Coby Batty', 'John Still']",James Franco,0.0,0.0
['Drama'],Moonlighting,1982-09-18,1982,1.464085,6.0,7.1,"['Jeremy Irons', 'Eugene Lipinski', 'Jiří Stanislav', 'Eugeniusz Haczkiewicz', 'Denis Holmes', 'David Calder', 'Trevor Cooper', 'David Gant']",Jerzy Skolimowski,0.0,0.0
"['Horror', 'Thriller']",Manhole,2014-10-08,2014,1.093521,12.0,6.4,"['Kim Sae-ron', 'Jung Yu-mi', 'Jung Kyung-ho', 'Yoon Chan-young', 'Kim Bin-woo']",Shin Jae-Young,0.0,0.0
['Horror'],Abbey Grace,2016-04-01,2016,0.368931,5.0,5.0,"['Jacob Hobbs', 'Amber Gallaway', 'Semi Anthony']",Stephen Durham,0.0,0.0
['Comedy'],Nick Thune: Good Guy,2016-12-22,2016,0.072581,0.0,0.0,['Nick Thune'],Kevin Flynn,0.0,0.0
"['Mystery', 'Thriller']",Bulldog Drummond's Secret Police,1939-03-29,1939,0.104121,2.0,6.0,"['John Howard', 'Heather Angel', 'H.B. Warner', 'Reginald Denny', 'E.E. Clive', 'Elizabeth Patterson', 'Leo G. Carroll', 'Forrester Harvey', 'Clyde Cook', 'David Clyde', 'Neil Fitzgerald', 'Elspeth Dudgeon', 'Jimmy Aubrey', ""Oscar 'Dutch' Hendrian"", 'J. Carrol Naish', 'Gerald Rogers', 'Dick Rush', 'Wyndham Standing', 'David Thursby', 'Harry Wilson']",James P. Hogan,0.0,0.0
"['Documentary', 'History', 'Music']",Jimi Hendrix: Hear My Train A Comin',2013-11-05,2013,1.164304,12.0,6.6,"['Jimi Hendrix', 'Mitch Mitchell', 'Noel Redding', 'Billy Cox', 'Paul McCartney', 'Eddie Kramer', 'Jim Ladd', 'David Fricke', 'Dweezil Zappa', 'Vernon Reid', 'Buddy Miles', 'Christopher Stamp', 'Dave Mason', 'Steve Winwood']",Bob Smeaton,0.0,0.0
['Drama'],The Lower Depths,1957-10-01,1957,1.580676,28.0,6.7,"['Toshirō Mifune', 'Isuzu Yamada', 'Kyôko Kagawa', 'Ganjiro Nakamura', 'Minoru Chiaki', 'Kamatari Fujiwara', 'Akemi Negishi', 'Nijiko Kiyokawa', 'Kôji Mitsui', 'Eijirô Tôno', 'Haruo Tanaka', 'Eiko Miyoshi', 'Bokuzen Hidari', 'Atsushi Watanabe', 'Kichijirô Ueda', 'Yû Fujiki', 'Fujitayama']",Akira Kurosawa,0.0,0.0
['Comedy'],Fuck You Goethe 2,2015-09-10,2015,9.221178,286.0,6.6,"['Elyas M’Barek', 'Karoline Herfurth', 'Max von der Groeben', 'Jella Haase', 'Gizem Emre', 'Johannes Nussbaum', 'Zsá Zsá Inci Bürkle', 'Katja Riemann', 'Jana Pallaske', 'Volker Bruch', 'Alwara Höfels', 'Uschi Glas', 'Aram Arami', 'Farid Bang', 'Bernd Stegemann', 'Lucas Reiber', 'Michael Maertens', 'Runa Greiner', 'Emma Voltmer', 'Luise von Finckh', 'Niklas Nißl', 'Maximilian Waldmann', 'Aratchaporn Sataed', 'K.M. Lo', 'Enissa Amani', 'Saichia Wongwirot', 'Sasapin Siriwanji']",Bora Dağtekin,0.0,83027924.0
"['Comedy', 'Music', 'Romance']",Flying Down to Rio,1933-12-29,1933,5.110346,15.0,6.6,"['Dolores del Río', 'Gene Raymond', 'Raul Roulien', 'Ginger Rogers', 'Fred Astaire', 'Blanche Friderici', 'Walter Walker', 'Etta Moten', ""Roy D'Arcy"", 'Maurice Black', 'Armand Kaliz', 'Reginald Barlow', 'Eric Blore', 'Don Barry', 'Leon Beaumon', 'Gino Corrado', 'Emilio Fernández', 'Betty Furness', 'Clarence Muse', 'Lucile Browne', 'Theresa Harris', 'Mary Kornman', 'Movita', 'Franklin Pangborn', 'Ray Cooke']",Thornton Freeland,0.0,0.0
"['Comedy', 'Drama', 'Romance']",All The Days Before Tomorrow,2007-04-01,2007,0.348432,0.0,0.0,"['Joey Kern', 'Alexandra Holden']",,0.0,0.0
"['Thriller', 'Drama', 'Crime']",The Unknown Girl,2016-10-05,2016,4.707286,62.0,5.9,"['Adèle Haenel', 'Olivier Bonnaud', 'Louka Minnella', 'Jérémie Renier', 'Olivier Gourmet', 'Fabrizio Rongione', 'Thomas Doret', 'Christelle Cornil']",Luc Dardenne,0.0,0.0
['Drama'],Daddy,2004-09-09,2004,0.406193,3.0,5.3,"['Vladimir Mashkov', 'Egor Beroev', 'Olga Krasko', 'Anatoli Vasilyev', 'Sergei Dreiden', 'Andrey Smolyakov', 'Artur Smolyaninov']",Vladimir Mashkov,0.0,0.0
['Drama'],Talent for the Game,1991-04-26,1991,0.261989,1.0,6.0,"['Edward James Olmos', 'Lorraine Bracco', 'John E. Coleman', 'Jeff Corbett', 'Jamey Sheridan', 'Terry Kinney']",Robert M. Young,0.0,0.0
"['Comedy', 'Documentary', 'Drama']",My Own Man,2014-03-06,2014,0.129014,3.0,7.3,[],David Sampliner,0.0,0.0
['Horror'],Tower of Evil,1972-05-19,1972,0.817183,12.0,5.8,"['Bryant Haliday', 'Jill Haworth', 'Anna Palk', 'William Lucas', 'Anthony Valentine', 'Jack Watson', 'Mark Edwards', 'Derek Fowlds', 'John Hamill', 'Candace Glendenning', 'Dennis Price', 'George Coulouris', 'Robin Askwith', 'Marianne Stone']",Jim O'Connolly,0.0,0.0
"['Drama', 'Horror', 'Science Fiction', 'Mystery']",Frankenstein,2004-10-05,2004,1.215853,14.0,6.0,"['Luke Goss', 'Alec Newman', 'Julie Delpy', 'William Hurt', 'Donald Sutherland', 'Nicole Lewis', 'Monika Hilmerová', 'Tomas Mastalir', 'Dan Stevens']",Kevin Connor,0.0,0.0
"['Family', 'Fantasy', 'Comedy']",Zoom,2006-08-11,2006,11.967444,140.0,4.9,"['Tim Allen', 'Courteney Cox', 'Chevy Chase', 'Spencer Breslin', 'Kevin Zegers', 'Kate Mara', 'Michael Cassidy', 'Ryan Newman', 'Rip Torn', 'Cornelia Guest', 'Ashton Moio', 'Hunter Aarniokoski', 'Thomas F. Wilson', 'Ridge Canipe', 'Danny McCarthy']",Peter Hewitt,35000000.0,12506188.0
"['Comedy', 'Drama']",Our Summer in Provence,2014-04-02,2014,4.39709,84.0,6.5,"['Jean Reno', 'Anna Galiena', 'Chloé Jouannet', 'Hugo Dessioux', 'Charlotte de Turckheim', 'Hugues Aufray', 'Lukas Pelissier', 'Tom Leeb', 'Aure Atika', 'Michel Drucker', 'Jean-Michel Noirey', 'Raphaëlle Agogué']",Rose Bosch,0.0,0.0
['Drama'],"Rabbit, Run",1970-10-01,1970,0.023569,1.0,4.0,"['James Caan', 'Carrie Snodgress', 'Anjanette Comer', 'Jack Albertson', 'Melodie Johnson', 'Henry Jones', 'Carmen Mathews', 'Arthur Hill', 'Virginia Vincent', 'Nydia Westman', 'Josephine Hutchinson', 'Mark Antony Van der Nagel', 'Margot Stevenson', 'Don Keefer', 'Sondra Scott', 'Ken Kercheval', 'Harold Fong']",Jack Smight,0.0,0.0
['Documentary'],Tomorrow,2015-12-02,2015,4.241058,86.0,7.9,"['Cyril Dion', 'Anthony Barnosky', 'Olivier De Schutter', 'Mélanie Laurent']",Mélanie Laurent,0.0,43471.0
"['Comedy', 'Romance']",My Lucky Star,2013-09-17,2013,1.403124,9.0,4.3,"['Zhang Ziyi', 'Leehom Wang', 'Ruby Lin', 'Yao Chen', 'Ada Choi', 'Terri Kwan', 'Ryan Zheng Kai', 'Jack Kao Kuo-Hsin', 'Morris Rong Xiang', 'Liu Hua', 'Zhang Jin', 'Wang Baoqiang', 'Wang Ji', 'Ma Wei-Jiang', 'Singh Hartihan Bitto', 'Alfred Hsing']",Dennie Gordon,0.0,0.0
[],Louis Theroux's African Hunting Holiday,2008-02-10,2008,1.15378,9.0,7.1,['Louis Theroux'],Paddy Wivell,0.0,0.0
"['Crime', 'Action']",Les Formidables,2006-06-22,2006,0.007316,0.0,0.0,"['Park Joong-hoon', 'Cho Jin-woong', 'Chun Jung-myung', 'Yoo In-young', 'Chang-min Choi', 'Soon-Tek Oh']",Min-Ho Cho,0.0,0.0
[],Less Is More,2000-07-21,2000,0.001636,0.0,0.0,"['Sergio Peris-Mencheta', 'Vanessa Saiz', 'Elsa Pataky']",Pascal Jongen,0.0,0.0
"['Drama', 'Action', 'Thriller', 'Crime']",Gloria,1999-01-22,1999,1.807605,13.0,5.5,"['Sharon Stone', 'Jeremy Northam', 'Cathy Moriarty', 'Jean-Luke Figueroa', 'Mike Starr', 'George C. Scott', 'Bobby Cannavale', 'Bonnie Bedelia', 'Barry McEvoy', 'Sarita Choudhury', 'Miriam Colón', 'Desiree Casado']",Sidney Lumet,30000000.0,0.0
"['Comedy', 'Drama']",Ping Pong Playa,2007-01-01,2007,0.841644,23.0,6.0,"['Jimmy Tsai', 'Andrew Vo', 'Khary Payton', 'Peter Paige', 'Scott Lowell']",Jessica Yu,0.0,0.0
['Documentary'],Where in the World Is Osama Bin Laden?,2008-01-21,2008,1.476045,19.0,6.4,['Morgan Spurlock'],Morgan Spurlock,0.0,0.0
"['Horror', 'Science Fiction', 'Thriller']",Creature,1998-05-17,1998,6.243385,21.0,4.0,"['Craig T. Nelson', 'Kim Cattrall', 'Colm Feore', 'Cress Williams', 'Michael Reilly Burke', 'Michael Michele', 'Matthew Carey', 'Megalyn Echikunwoke', 'Blu Mankuma', 'John Aylward', 'Giancarlo Esposito', 'Gary Reineke', 'James Coleman', 'Gandolph St. Clair', 'Kennedy Samuel']",Stuart Gillard,0.0,0.0
['Horror'],The Mummy's Ghost,1944-07-07,1944,1.569494,10.0,6.9,"['Lon Chaney Jr.', 'John Carradine', 'Robert Lowery', 'Ramsay Ames', 'Barton MacLane', 'Harry Shannon', 'Frank Reicher', 'Claire Whitney', 'Lester Sharpe', 'George Zucco', 'Emmett Vogan', 'Eddy Waller', 'Mira McKinney', 'Dorothy Vaughan', ""Oscar O'Shea"", 'Jack C. Smith', 'Steve Barclay', 'Martha McVicker', 'Ivan Triesault', 'Anthony Warde', 'Jack Rockwell', 'David Bruce', 'Bess Flowers', 'Fay Holderness', 'Caroline Cook']",Reginald Le Borg,0.0,0.0
"['Adventure', 'Drama', 'War']",Rescue Dawn,2006-09-09,2006,9.604564,339.0,6.9,"['Christian Bale', 'Steve Zahn', 'Marshall Bell', 'Toby Huss', 'Pat Healy', 'François Chau', 'James Oliver', 'GQ', 'Saichia Wongwiroj', 'Brad Carr', 'Teerawat Mulvilai', 'Jeremy Davies', 'Kriangsak Ming-olo', ""Somkuan 'Kuan' Siroon"", 'Mr. Yuttana Muenwaja', 'Chorn Solyda', 'Galen Yuen', 'Apichart Chusakul', 'Lek Chaiyan Chunsuttiwat', 'Zach Grenier']",Werner Herzog,10000000.0,7177143.0
"['Comedy', 'Romance', 'Drama']",Love and the Frenchwoman,1960-09-23,1960,0.041026,1.0,6.0,"['Darry Cowl', 'Micheline Dax', 'Noël Roquevert', 'Claude Rich', 'Pierre Mondy', 'Valérie Lagrange', 'Jacques Fabri', 'Yves Robert', 'Jean-Paul Belmondo', 'Annie Girardot', 'Denise Grey', 'Francis Blanche', 'Jean Poiret', 'Michel Serrault', 'Robert Lamoureux', 'Claude Piéplu', 'François Périer', 'Marie-José Nat']",Michel Boisrond,0.0,0.0
"['Crime', 'Thriller']",Joy Ride 2: Dead Ahead,2008-10-07,2008,4.084162,60.0,5.2,"['Nicki Aycox', 'Nick Zano', 'Kyle Schmid', 'Daniel Boileau', 'Laura Jordan', 'Mark Gibbon', 'Krystal Vrba', 'Kathryn Kirkpatrick']",Louis Morneau,5000000.0,0.0
['Drama'],Fanny,2013-07-10,2013,2.189812,25.0,6.3,"['Victoire Bélézy', 'Daniel Auteuil', 'Jean-Pierre Darroussin', 'Raphaël Personnaz', 'Marie-Anne Chazel', 'Daniel Russo', 'Ariane Ascaride', 'Nicolas Vaude']",Daniel Auteuil,0.0,0.0
"['Drama', 'Mystery']",My House in Umbria,2003-05-25,2003,2.734283,11.0,5.6,"['Maggie Smith', 'Ronnie Barker', 'Chris Cooper', 'Benno Fürmann', 'Giancarlo Giannini', 'Timothy Spall', 'Libero De Rienzo', 'Emmy Clarke', 'Cecilia Dazzi', 'Anna Longhi', 'Deirdre Harrison', 'Silvia De Santis', 'Alison Cameron Adam', 'Lynn Swanson', 'Taddeo Harbutt', 'Vittoria Colonna Di Stigliano', 'Yari Gugliucci', 'Pietro Ragusa', 'Anna Orso', 'Ana Mulvoy-Ten']",Richard Loncraine,0.0,0.0
"['Foreign', 'Comedy', 'Romance']",Sideways,2009-10-31,2009,0.056422,1.0,4.0,"['Fumiyo Kohinata', 'Katsuhisa Namase', 'Rinko Kikuchi', 'Kyōka Suzuki', 'Morgan Snyder', 'Jean-Christophe Lebert']",Cellin Gluck,0.0,0.0
['Documentary'],The Devil Came on Horseback,2007-01-19,2007,0.431719,11.0,7.9,['Brian Steidle'],Ricki Stern,0.0,0.0
['Documentary'],New York Subway,1905-06-05,1905,0.211362,7.0,5.6,[],Billy Bitzer,0.0,0.0
"['Family', 'Drama']",Dolphin Tale 2,2014-09-12,2014,8.268684,98.0,6.7,"['Morgan Freeman', 'Ashley Judd', 'Nathan Gamble', 'Cozi Zuehlsdorff', 'Harry Connick Jr.', 'Kris Kristofferson', 'Bethany Hamilton', 'Austin Stowell', 'Austin Highsmith', 'Denisea Wilson', 'Juliana Harkavy', 'Carlos Gómez', 'Betsy Landin', 'Tom Nowicki', 'Charles Martin Smith', 'Taylor Blackwell', 'Denis Arndt', 'Jim R. Coleman', 'Alana Cavanaugh', 'Julia Jordan', 'Tom Hillmann', 'Damon Sementilli', 'Kim Ostrenko', 'Tamara Austin', ""Lauren O'Quinn"", 'Tom Ohmer', 'Cayla Brady', 'Amanda Powell', 'Amy Jordan', 'Raheem Babalola', 'Lee Karlinsky', 'Kevin Tyler Moody', 'Madison Absher', 'Amy Fox', 'Adrianne Walsh', 'Hope Hanafin', 'Kasity Koehn', 'Cassie Livingston', 'Thia Marie', 'Steven King', 'Andrew McKeough', 'Darlene Kole', 'John S. Linkogle', 'Jessica Braswell', 'Kellyann Cernese', 'Ashley Nicole Hutto', 'Ashley Nicole', 'Trey Lewis Sands', 'Carinne Julien', 'Breannalee Hansen', 'Lorenza Navarro', 'Joshua Lagos', 'Mark Kelliher', 'Gloria de Luna', 'Rodolfo Madrigal', 'Dawn Fiech', 'Sierra Klein', 'Tyler Ellrodt', 'Baylee Klein', 'Jeremy Fore', 'Autumn Klein', 'Malcolm Modele']",Charles Martin Smith,36000000.0,52424533.0
"['Drama', 'Thriller']",The Method,2005-09-22,2005,3.049732,38.0,6.8,"['Eduardo Noriega', 'Najwa Nimri', 'Eduard Fernández', 'Pablo Echarri', 'Ernesto Alterio', 'Natalia Verbeke', 'Adriana Ozores', 'Carmelo Gómez']",Marcelo Piñeyro,0.0,0.0
"['Comedy', 'Horror']",Citizen Toxie: The Toxic Avenger IV,2001-11-01,2001,4.693487,30.0,6.2,"['David Mattey', 'Clyde Lewis', 'Heidi Sjursen', 'Paul Kyrmse', 'Joe Fleishaker', 'Dan Snow', 'Michael Budinger', 'Lisa Terezakis', 'Barry Brisco', 'Debbie Rochon', 'Ron Jeremy', 'Corey Feldman', 'Trent Haaga', 'Mark Torgl', 'Rick Collins', 'Mitch Cohen', 'Lisa Gaye', 'Stan Lee', 'James Gunn', 'Al Goldstein', 'Taylor Mead', 'Yaniv Sharon', 'Will Keenan', 'Melissa Bacelar', 'Jasi Cotton Lanier', 'Ian Fraser Kilmister', 'Julie Strain', 'Kevin Eastman', 'Tiffany Shepis', 'Eli Roth', 'Hugh M. Hefner', 'Charlotte Kaufman', 'Lloyd Kaufman', 'Neriah Davis', 'Devin DeVasquez', 'Taimie Hannum', 'Masuimi Max', 'Doria Rone', 'Petra Verkaik']",Lloyd Kaufman,500000.0,0.0
"['Action', 'Drama', 'Thriller']",Aadukalam,2011-01-14,2011,0.372987,8.0,6.8,"['Dhanush', 'Kishore', 'Taapsee Pannu', 'Meenal', 'Aadukalam Naren', 'Periyakaruppu Thevar', 'Dinesh Ravi', 'V. I. S. Jayapalan']",Vetrimaran,4000000.0,6000000.0
"['Drama', 'Action', 'Thriller']",The Getaway,1994-02-11,1994,14.214403,81.0,5.4,"['Alec Baldwin', 'Kim Basinger', 'Michael Madsen', 'James Woods', 'David Morse', 'Jennifer Tilly', 'James Stephens', 'Philip Seymour Hoffman', 'Richard Farnsworth', 'Burton Gilliam', 'Elske McCain']",Roger Donaldson,0.0,30.0
"['Drama', 'Horror', 'Mystery', 'Thriller']",My Soul to Take,2010-10-08,2010,5.282976,150.0,5.2,"['Max Thieriot', 'John Magaro', 'Denzel Whitaker', 'Zena Grey', 'Nick Lashaway', 'Paulina Olszynski', 'Emily Meade', 'Jeremy Chu', 'Danai Gurira', 'Raúl Esparza', 'Jessica Hecht', 'Frank Grillo', 'Elena Hurst', 'Felix Solis']",Wes Craven,25000000.0,19829957.0
"['Drama', 'Romance', 'Thriller']",Broken Embraces,2009-03-01,2009,6.777379,167.0,7.1,"['Penélope Cruz', 'Lluís Homar', 'Blanca Portillo', 'José Luis Gómez', 'Rubén Ochandiano', 'Tamar Novas', 'Ángela Molina', 'Chus Lampreave', 'Kiti Mánver', 'Lola Dueñas', 'Mariola Fuentes', 'Carmen Machi', 'Kira Miró', 'Rossy de Palma', 'Alejo Sauras', 'Carlos Sampedro', 'Ramón Pons', 'Coté Soler', 'Marta Aledo', 'Carlos Leal', 'Chema Ruiz', 'Dani Martín', 'Asier Etxeandia', 'Jons Pappila']",Pedro Almodóvar,18000000.0,0.0
['Comedy'],Generation 1000 Euros,2009-04-24,2009,1.562425,31.0,5.6,"['Alessandro Tiberi', 'Valentina Lodovini', 'Carolina Crescentini', 'Francesco Mandelli', 'Francesco Brandi', 'Francesca Inaudi', 'Paolo Villaggio', 'Steffan Boje', 'Roberto Citran', 'Natalino Balasso', 'Luigi Ferrario', 'Lucia Ocone', 'Demian Sabini']",Massimo Venier,0.0,1296000.0
['Comedy'],Bis zum Ellenbogen,2007-11-01,2007,0.672189,4.0,7.3,"['Stefan Kurt', 'Jan Josef Liefers', 'Justus von Dohnányi', 'Susanne Wolff', 'Antoine Monot Jr.', 'Katharina Matz', 'Devid Striesow', 'Sophie Stierle', 'Luisa Lindner', 'Oscar Ortega Sánchez']",Justus von Dohnányi,0.0,0.0
['Drama'],Opium: Diary of a Madwoman,2007-01-01,2007,0.721084,7.0,5.3,"['Ulrich Thomsen', 'Zsolt László', 'Enikö Börcsök']",János Szász,0.0,0.0
['Drama'],Taps,1981-12-20,1981,5.355452,81.0,6.5,"['George C. Scott', 'Timothy Hutton', 'Ronny Cox', 'Sean Penn', 'Tom Cruise', 'Brendan Ward', 'Evan Handler', 'John P. Navin, Jr.', 'Billy Van Zandt', 'Giancarlo Esposito', 'Donald Kimmel', 'Timothy Wahrer', 'Tim Riley', 'Jeff Rochlin', 'Rusty Jacobs', 'David Reed']",Harold Becker,14000000.0,35856053.0
['Documentary'],The Great White Silence,1924-05-10,1924,0.36117,10.0,7.0,[],Herbert Ponting,0.0,0.0
"['Animation', 'Action', 'Comedy', 'Fantasy', 'Science Fiction']",Strange Invaders,2002-01-01,2002,0.152888,3.0,6.0,"['Cordell Barker', 'Jennifer Torrance', 'Jackson Barker']",Cordell Barker,0.0,0.0
['Comedy'],You're Ugly Too,2015-02-07,2015,1.043122,5.0,6.6,"['Lauren Kinsella', 'Aidan Gillen', 'Erika Sainte', 'George Pistereanu', 'Patrick Murray']",Mark Noonan,0.0,0.0
"['Animation', 'Comedy', 'Drama']",The Employment,2008-01-01,2008,0.798955,20.0,6.8,[],Santiago Bou Grasso,0.0,0.0
"['Crime', 'Horror', 'Thriller']","Henry II, Portrait of a Serial Killer",1996-10-10,1996,1.597247,5.0,5.8,"['Neil Giuntoli', 'Kate Walsh']",Chuck Parello,0.0,0.0
"['Foreign', 'Horror']",The Witch,1966-09-16,1966,0.223138,3.0,5.2,"['Richard Johnson', 'Rosanna Schiaffino', 'Gian Maria Volonté', 'Sarah Ferrati', 'Margherita Guzzinati', 'Vittorio Venturoli', 'Ivan Rassimov', 'Ester Carloni', 'Giovanni Ivan Scratuglia', 'Elisabetta Wilding']",Damiano Damiani,0.0,0.0
['Drama'],Goin' Down the Road,1970-07-02,1970,0.204145,6.0,6.2,"['Doug McGrath', 'Paul Bradley', 'Jayne Eastwood', 'Cayle Chernin', 'Nicole Morin', 'Pierre La Roche', 'Mary Black']",Donald Shebib,0.0,0.0
"['Music', 'Animation']",Disney's Very Merry Christmas Sing Along Songs,2002-11-05,2002,1.043798,6.0,7.1,[],,0.0,0.0
['Drama'],Grigris,2013-07-10,2013,0.36982,6.0,6.7,"['Souleymane Démé', 'Anaïs Monory', 'Cyril Gueï', 'Marius Yelolo', ""Hadje Fatime N'Goua"", ""Abakar M'Baïro"", 'Youssouf Djaoro', 'Rémadji Adèle Ngaradoumbaye', ""Emmanuel M'Baide Rotoubam"", 'Achouackh Abakar', 'Abdel Salam Mahamat', 'Abdel Salam Mahamat', 'Ahidjo Mahamat Moussa', 'Ahmed Taigue', 'Xavier Girou', 'Lian Xehua']",Mahamat-Saleh Haroun,0.0,0.0
['Comedy'],The Old Maid,1972-01-05,1972,1.364958,6.0,4.6,"['Philippe Noiret', 'Annie Girardot', 'Maria Schneider', 'Marthe Keller']",Jean-Pierre Blanc,0.0,0.0
"['Adventure', 'Comedy', 'Drama', 'Romance']",Captain Fantastic,2016-07-02,2016,16.519276,1569.0,7.9,"['Viggo Mortensen', 'George MacKay', 'Samantha Isler', 'Annalise Basso', 'Nicholas Hamilton', 'Shree Crooks', 'Charlie Shotwell', 'Trin Miller', 'Kathryn Hahn', 'Steve Zahn', 'Elijah Stevenson', 'Teddy Van Ee', 'Erin Moriarty', 'Missi Pyle', 'Frank Langella', 'Ann Dowd', 'Mike Miller', 'Richard Beal', 'Alan Humphreys', 'Elena Stecca', 'Hannah Horton', 'Galen Osier', 'Thomas Brophy', 'Louis Hobson', 'Hafid Abdelmoula', 'Paul Alan Amend', 'Yolanda Aragon', 'Angela Francia', 'Cliff Gravel']",Matt Ross,5000000.0,5879736.0
['Drama'],Young Girls in Black,2010-05-18,2010,0.087967,2.0,6.0,"['Elise Lhomeau', 'Léa Tissier', 'Elise Caron', 'Roger Jendly', 'Thierry Paret', 'Aurore Soudieux', 'Yuliya Zimina', 'Christine Vézinet', 'Jérôme Derre', 'Robinson Delacroix', 'Brice Fazekas', 'Valérie Duhamel-Manns', 'Ilyasse Zaki', 'Renan Carteaux', 'Isabelle Sadoyan']",Jean-Paul Civeyrac,0.0,0.0
"['Horror', 'Thriller']",The Harvest,2013-10-19,2013,3.7258,69.0,5.9,"['Samantha Morton', 'Michael Shannon', 'Natasha Calis', 'Charlie Tahan', 'Peter Fonda', 'Leslie Lyles', 'Meadow Williams', 'Journey Smith', 'Nolan Lyons', 'Hayden Skigen', 'Amina Robinson']",John McNaughton,0.0,0.0
"['Romance', 'Comedy']",20 Dates,1998-01-01,1998,0.759793,3.0,3.7,"['Myles Berkowitz', 'Tia Carrere', 'Elisabeth Wagner', 'Richard Arlook', 'Robert McKee', 'Elie Samaha']",Myles Berkowitz,0.0,0.0
